name	smiles	tanimoto_combo_legacy	tanimoto_combination	tanimoto_shape	tanimoto_color	overlap_volume	overlap_color	self_overlap_volume_query	self_overlap_volume_fit	self_overlap_color_query	self_overlap_color_fit
CHEMBL5203932	Cc1cc(Nc2nc(NCc3cc(F)cc(F)c3)nc3ccccc23)n[nH]1	1.387907	0.6939535	0.83705866	0.5508483	1118.4447	36.4795	1161.2327	1293.3726	42.4613	60.242416
CHEMBL2271284	CCCc1nc(C)nc(N(C=O)Cc2ccc(Cl)cc2)n1	1.3877959	0.69389796	0.7973704	0.5904256	935.3608	32.496548	1161.2327	947.185	42.4613	45.07444
CHEMBL488059	Cc1cc(C(F)(F)F)nc(N2C(=O)CS[C@H]2c2c(Br)cccc2Br)n1	1.387247	0.6936235	0.7017105	0.68553644	954.4502	32.911007	1161.2327	1153.394	42.4613	38.45738
CHEMBL1938862	CC(C)(C)OC(=O)Nc1cc(=O)[nH]c(SCc2ccc(C(C)(C)C)cc2)n1	1.3872327	0.69361633	0.87038296	0.5168497	1105.1855	37.29577	1161.2327	1213.7222	42.4613	66.99426
CHEMBL1938855	Nc1cc(=O)[nH]c(SCc2ccc(C(F)(F)F)cc2)n1	1.3858637	0.69293183	0.75311506	0.6327486	891.2793	32.724823	1161.2327	913.50354	42.4613	41.98204
CHEMBL5176640	Cc1cc(Nc2nc(NCc3ccc(F)cc3F)nc3cc(Br)ccc23)n[nH]1	1.3852	0.6926	0.83518136	0.55001867	1132.1846	36.463493	1161.2327	1326.5671	42.4613	60.297207
CHEMBL3286557	CNc1nc(C(F)(F)c2ccccc2)nc2c1CCNCC2	1.3846185	0.69230926	0.6806498	0.70396864	887.7422	35.52912	1161.2327	1030.7664	42.4613	43.537575
CHEMBL1078347	Cc1ccc(C(=O)c2nc(N[C@@H](C)c3ccccc3)nc3ccsc23)s1	1.3845332	0.6922666	0.7871015	0.59743166	1039.0979	40.161926	1161.2327	1198.0227	42.4613	64.924934
CHEMBL5184749	Cc1cc(Nc2nc(NCc3ccc(F)cc3F)nc3cc(Cl)ccc23)n[nH]1	1.3836925	0.69184625	0.83364624	0.5500462	1132.8273	36.464676	1161.2327	1330.477	42.4613	60.29721
CHEMBL4458818	CNc1cc(OCc2ccccc2)nc(N)n1	1.3835618	0.6917809	0.77462274	0.6089392	849.5687	30.615278	1161.2327	785.08765	42.4613	38.43039
CHEMBL3827038	CCc1ccc(CSc2nc(O)cc(O)n2)cc1	1.38307	0.691535	0.76847327	0.6145967	853.1436	35.676834	1161.2327	802.0909	42.4613	51.26471
CHEMBL4094423	C[C@@H](Oc1ccc(Br)cc1C(=O)Nc1cccnc1)c1ccccc1	1.3818283	0.69091415	0.7591856	0.6226427	1000.65704	39.437443	1161.2327	1157.4907	42.4613	60.31495
CHEMBL5200327	Cc1cc(Nc2nc(NCc3ccc(F)cc3F)nc3ccc(Cl)cc23)n[nH]1	1.3817413	0.69087064	0.8315184	0.5502229	1131.211	36.47223	1161.2327	1330.3945	42.4613	60.29721
CHEMBL4846282	CCc1cc(Nc2nc(NCc3ccc(Cl)cc3OC)nc3ccccc23)n[nH]1	1.3809304	0.6904652	0.8079385	0.5729919	1129.1129	39.762962	1161.2327	1365.4036	42.4613	66.697
CHEMBL2088106	Cc1cc(Nc2nc(NCc3ncccc3C)ncc2Br)n[nH]1	1.3794739	0.68973696	0.84275	0.536724	1022.5116	29.621004	1161.2327	1074.5825	42.4613	42.34823
